;Creditability;Account_Balance;Duration_of_Credit_monthly;Payment_Status_of_Previous_Credit;Purpose;Credit_Amount;Value_Savings_Stocks;Length_of_current_employment;Instalment_per_cent;Sex_Marital_Status;Guarantors;Duration_in_Current_address;Most_valuable_available_asset;Age_years;Concurrent_Credits;Type_of_apartment;No_of_Credits_at_this_Bank;Occupation;No_of_dependents;Telephone;Foreign_Worker;Credit_per_Month;Credit_Age_Ratio
21;1;2;-0.7386675428423711;4;0;-0.052190802378421476;1;2;1;3;1;3;1;1.1860411598999674;1;2;2;2;2;1;1;0.6039029853442631;-0.39183381083296814
22;0;2;1.252573727315655;2;5;-0.3144775143203961;1;2;4;3;1;1;4;-0.2240241215979876;3;1;1;2;1;1;1;-0.6613631906159242;-0.2987863910777904
23;1;2;-0.7386675428423711;4;4;-0.6547413568397146;1;4;4;3;1;3;2;-0.8409276822533429;3;2;1;3;1;1;1;-0.3195168053536412;-0.4903468772881113
24;1;1;-1.2364778603818778;4;0;0.5120800697994483;5;2;1;3;1;3;1;0.7453957594318564;3;2;2;2;2;1;1;4.030333596945664;0.08425791626032306
25;1;2;-0.8216359290989556;3;3;0.5315743524437843;1;4;2;3;1;4;2;1.3622993200872118;3;2;1;3;1;1;1;1.7341293045685222;-0.0651999105098363
26;1;1;-0.7386675428423711;2;2;-0.9283701968656665;1;5;4;2;1;4;2;-1.017185842440587;3;1;1;3;1;1;1;-0.7388580279529249;-0.7929567355404478
27;1;2;-0.9875727016121244;4;3;-0.7504405625482728;1;5;2;3;1;4;1;0.12849219877650114;3;2;3;2;1;1;1;-0.2572312351575472;-0.7488573915144956
28;1;4;-0.4897623840726179;2;0;0.10092792675527182;5;3;3;3;1;2;4;-0.5765404419724763;3;2;1;3;1;1;1;0.45224486442493683;0.2535159131177153
29;1;3;1.7503840448551615;4;1;0.5404353900093914;1;5;4;3;1;4;4;1.8029447205553228;3;3;1;3;1;1;1;-0.3486937668076254;-0.15187601400368198
30;1;3;0.7547634097761485;4;3;-0.0901160431592205;1;5;4;3;1;4;2;1.009782999712723;3;2;1;3;1;1;1;-0.4374972633181029;-0.387049650027266
31;1;4;1.252573727315655;4;0;0.09348465520016173;1;4;4;3;1;4;3;0.12849219877650114;3;2;2;3;1;2;1;-0.45296001824469134;-0.04336665382720289
32;1;4;1.252573727315655;4;0;1.1848100417803507;1;5;4;3;1;4;3;-0.1358950415043654;3;2;2;4;1;2;1;0.10453204755116124;1.0418589135656766
33;1;4;0.256953092236642;2;3;-0.6717545489656804;3;4;4;2;1;1;3;-0.6646695220660985;3;2;1;3;1;1;1;-0.7193032559146163;-0.552029412259326
34;1;1;-0.4897623840726179;2;0;-0.5494722305603004;1;2;2;3;1;3;1;0.040363118682878944;3;2;1;3;1;1;1;-0.34515528424831243;-0.5666903923867616
35;1;1;-1.2364778603818778;4;0;-0.8546463643198141;1;5;1;2;1;4;4;0.30475035896374547;3;2;2;3;1;2;1;-0.15873312414977073;-0.8490372434097847
36;1;4;-0.7386675428423711;4;0;-0.6295760101533899;1;5;4;3;1;1;1;0.21662127887012333;3;2;2;2;2;1;1;-0.28095044938919933;-0.6594761018517109
37;1;4;-0.7386675428423711;4;3;-0.4739761905013266;1;5;2;3;1;2;4;-0.8409276822533429;3;2;2;3;1;1;1;-0.042490868144269923;-0.27530132079666925
38;1;4;-0.2408572253028646;2;1;0.03783733928814819;5;3;2;3;1;1;2;-0.400282281785232;3;2;1;3;1;2;1;0.13024295152745574;0.1038371891111395
39;1;4;0.256953092236642;4;1;0.21151367557405032;1;5;4;2;1;2;3;0.48100851915098986;3;1;2;4;1;2;1;-0.042490868144269923;-0.05651226442177978
40;1;4;-0.7386675428423711;4;5;-0.8064423199629107;5;4;4;2;1;4;1;-1.1053149225342094;3;2;2;3;1;1;1;-0.5520013173646431;-0.6160376134607735
41;1;1;0.256953092236642;2;10;-0.5374212194710746;1;5;4;2;3;4;1;1.979202880742567;3;2;1;2;1;2;1;-0.6163691086574088;-0.7590593133610214
42;1;4;-0.2408572253028646;4;0;-0.7951001918789334;1;3;4;2;1;3;1;0.040363118682878944;3;2;2;3;1;1;1;-0.7207517575470836;-0.7777301983161081
43;1;2;0.256953092236642;4;9;-0.1581688116630842;5;4;4;3;1;3;4;-0.1358950415043654;3;2;2;3;2;2;1;-0.32576346864365646;-0.1798826061689209
44;1;2;-0.2408572253028646;2;6;-0.7203130348252083;5;3;4;3;1;4;4;2.2435901210234332;3;3;1;3;1;1;1;-0.6443432964344336;-0.8681109294339586
45;0;1;-0.2408572253028646;2;0;-0.7284651893855669;1;2;4;2;1;3;3;-1.1053149225342094;3;1;1;3;1;2;1;-0.6526721808211204;-0.5111731136201043
46;1;4;0.256953092236642;2;9;-0.7135786462753467;1;4;4;3;1;1;1;-0.9290567623469651;3;2;1;3;1;2;1;-0.7513513545329554;-0.5391242693958173
47;0;4;-0.2408572253028646;4;6;-0.49878709568502694;2;3;4;2;1;2;1;-0.4884113618788542;3;2;2;3;1;1;1;-0.4180149163614177;-0.40961343438047454
48;1;4;0.256953092236642;2;0;-0.6370192817085001;2;2;4;4;1;3;1;-0.2240241215979876;3;2;1;3;1;2;1;-0.6926870384180297;-0.6011023665137691
49;1;1;0.256953092236642;4;9;-0.6696278999499348;2;4;4;3;1;1;1;-0.8409276822533429;3;2;2;3;1;2;1;-0.7176736915780906;-0.5080565113521125
50;1;4;-0.7386675428423711;2;0;-0.9326234948971579;1;3;4;1;1;2;1;1.1860411598999674;3;2;1;2;1;1;1;-0.7453762852990277;-0.94759620460821
51;1;3;1.252573727315655;2;3;0.2295901922078891;1;3;2;3;1;2;1;-1.1053149225342094;3;2;1;3;1;2;1;-0.38343193988626084;0.777230263967753
52;1;4;-0.9875727016121244;4;0;-0.7256296573645725;1;3;3;3;1;1;1;-0.4884113618788542;3;2;2;3;1;1;1;-0.2065336780211917;-0.6434930461463305
53;1;4;-0.7386675428423711;4;3;-0.3332629139594835;5;5;1;3;2;4;1;1.1860411598999674;3;2;1;3;1;2;1;0.1731548123892996;-0.5692571515188646
54;1;4;0.256953092236642;2;1;1.0781231494904395;5;5;3;3;1;4;3;0.48100851915098986;3;2;1;4;2;2;1;0.6215565989899586;0.5972632509374249
55;1;1;-0.7386675428423711;4;3;-1.023006078066352;1;4;4;2;1;3;1;1.979202880742567;3;2;4;2;1;2;1;-0.8838892539037133;-1.0180154567763415
56;1;4;-0.7386675428423711;4;3;-0.5728653697335035;1;5;2;3;1;4;1;2.419848281210678;3;2;2;2;1;2;1;-0.1940403514411613;-0.8027887281481643
57;1;1;-0.4897623840726179;2;3;-0.7862391543133261;1;2;4;4;1;2;1;-0.7527986021597207;3;2;1;3;1;1;2;-0.6354350113947596;-0.6632266383890746
58;1;4;0.008047933466888684;2;3;-0.03943090828394703;5;5;4;3;1;3;2;0.48100851915098986;3;2;1;3;1;2;1;-0.11217414310617892;-0.24582640138469058
59;1;4;1.252573727315655;2;0;-0.06814066999651452;5;3;4;3;1;4;1;0.040363118682878944;3;2;1;3;1;1;1;-0.5355246112953276;-0.1531376413736987
60;1;4;-0.7386675428423711;4;0;-0.7472505890246542;3;3;4;3;1;4;1;0.7453957594318564;3;2;1;3;1;2;1;-0.4612889026313783;-0.8010129579627802
61;1;4;0.256953092236642;2;1;-0.20991727104623054;1;2;4;2;1;1;4;-0.5765404419724763;3;2;1;4;1;2;1;-0.3654162008324488;-0.07802355808700827
62;1;4;2.2481943623946683;4;3;0.1087256398130062;5;5;4;3;1;1;1;1.009782999712723;3;2;1;3;1;2;1;-0.6071349107504297;-0.2561921411835374
63;1;4;1.252573727315655;3;0;2.6950852844624507;1;5;2;3;1;2;3;0.8335248395254786;3;2;2;3;2;2;1;0.8760402295440574;1.5586296733865568
64;1;1;-0.7386675428423711;3;0;-0.6830966770496577;1;3;4;3;1;2;1;0.6572666793382342;3;2;2;2;2;1;1;-0.3629718543276602;-0.7481269771078572
65;1;4;-1.2364778603818778;4;3;-0.7210219178304568;2;3;1;2;1;1;2;-0.7527986021597207;3;2;2;3;1;1;1;0.2508307124303586;-0.5885150957416483
66;1;4;-0.7386675428423711;2;3;-0.06884955300176311;1;3;2;3;1;4;3;1.450428400180834;3;2;1;3;1;2;1;0.5783731440720272;-0.44206704156601306
67;1;4;0.256953092236642;2;3;-0.3499216645828251;1;4;4;3;1;2;3;-0.6646695220660985;3;2;1;3;1;2;1;-0.4726958529870583;-0.19651152026703167
68;1;2;-0.7386675428423711;2;3;-0.6040562219644411;1;3;1;2;1;1;3;-1.1934440026278315;3;2;1;3;1;2;1;-0.24184090531258212;-0.3099156055581259
69;1;4;0.256953092236642;3;0;-0.4392409232441462;1;5;4;3;1;4;4;2.1554610409298114;3;3;2;3;1;2;1;-0.5411375551211383;-0.7195039199702336
70;1;2;0.008047933466888684;4;2;-0.1865241318730274;4;4;3;3;1;2;3;-0.3121532016916098;3;2;2;3;1;2;1;-0.2409873239934496;-0.15035879833025664
71;1;4;0.7547634097761485;2;3;-0.49772377117715405;5;5;4;3;1;4;3;1.979202880742567;3;2;1;3;1;2;1;-0.6873637949187124;-0.7378891760891121
72;1;4;1.252573727315655;2;3;-0.34460504204346076;3;5;4;3;1;4;3;0.30475035896374547;3;2;1;3;1;1;1;-0.6767535204608893;-0.444526712963791
73;1;4;0.256953092236642;2;2;-0.8301899006387381;5;4;4;3;1;2;3;-0.400282281785232;2;2;1;3;1;2;1;-0.8407057989857819;-0.7622482482092958
74;1;3;-0.7386675428423711;2;3;0.04528061084325828;5;5;2;3;1;3;3;0.12849219877650114;3;2;1;4;1;1;1;0.7532797161924537;-0.08366347882740106
75;1;2;-0.9875727016121244;2;2;-0.4399498062493948;5;4;2;3;1;1;3;-1.017185842440587;3;2;1;3;1;2;1;0.37721247986313056;-0.16349168668624958
76;1;4;0.008047933466888684;4;1;0.0013298645178463195;1;5;1;3;1;4;3;0.040363118682878944;3;2;1;4;1;2;1;-0.07647892430609182;-0.09344961545428741
77;1;4;0.256953092236642;4;0;-0.4718495414855809;4;5;4;3;1;4;1;2.1554610409298114;3;2;1;3;1;2;1;-0.5661242082811992;-0.7363140170659044
78;1;1;0.008047933466888684;4;0;-0.5916507693725909;1;5;4;4;1;3;3;-0.4884113618788542;3;2;2;3;1;2;1;-0.5957667595456193;-0.5053579004471218
79;1;4;-0.4897623840726179;2;3;-0.4580263228832336;5;5;4;3;1;2;3;-0.04776596141074324;3;2;1;3;1;1;1;-0.2330412578953433;-0.47090242192804477
80;1;4;0.256953092236642;4;0;-0.44278533827038913;1;3;4;2;1;4;3;0.12849219877650114;3;2;1;3;1;2;1;-0.5438534956820145;-0.49166883195440747
81;1;4;1.252573727315655;4;3;0.02507744519367375;5;5;4;3;1;2;3;1.3622993200872118;3;2;1;3;1;2;1;-0.487905120127965;-0.37238186383098343
82;1;2;-0.2408572253028646;2;0;0.9196877978173819;2;3;2;3;1;2;3;-0.4884113618788542;3;2;2;3;1;2;1;1.0312109669221172;1.0528650129428934
83;1;3;-0.4897623840726179;4;1;-0.32298411038337904;3;3;2;3;1;2;3;0.040363118682878944;3;2;1;3;1;2;1;-0.06747752130433074;-0.3720952466597018
84;1;4;-0.4897623840726179;4;2;-0.6207149725877827;5;5;4;3;1;4;2;2.419848281210678;3;2;1;3;1;1;1;-0.4324999326860907;-0.8262810998657167
85;1;1;-0.7386675428423711;2;0;0.13459986950457936;4;3;1;3;1;3;2;-0.400282281785232;3;2;1;3;2;1;1;0.8901631204606136;0.2003832586858553
86;1;4;0.256953092236642;4;1;-0.3279462914201191;1;4;4;3;1;3;3;-0.04776596141074324;3;2;2;3;1;2;1;-0.4558570215096259;-0.35594641632348795
87;1;4;1.252573727315655;3;3;0.41921639611188427;1;3;4;2;1;4;1;-0.1358950415043654;3;2;2;3;1;1;1;-0.28656339321501006;0.34537918735117923
88;1;1;-1.2364778603818778;4;0;-0.9234080158289264;4;4;3;2;1;4;1;0.30475035896374547;3;2;2;2;1;2;1;-0.3694901116737631;-0.9035716721148039
89;1;2;0.256953092236642;3;0;-0.46298850391997365;5;3;4;2;1;4;3;0.569137599244612;3;1;2;3;1;2;1;-0.5593343568790088;-0.5778710211486339
90;1;2;-0.7386675428423711;4;0;-0.45235525884124494;2;2;4;3;1;1;3;-0.7527986021597207;3;2;1;3;1;1;1;-0.009356393301580345;-0.2807360233136643
91;1;2;0.7547634097761485;2;3;-0.09933152222745205;5;5;2;2;1;4;3;-0.9290567623469651;3;2;1;3;1;1;1;-0.44314641968472535;0.22083829408586092
92;1;2;0.7547634097761485;0;9;0.3366315260004247;1;3;2;2;1;1;3;-0.6646695220660985;3;2;2;3;1;1;1;-0.17589786849450836;0.5619005466812881
93;1;1;-0.9875727016121244;2;3;-0.676007846997172;1;4;3;3;1;4;1;2.067331960836189;3;2;1;3;1;1;1;-0.10513856374848071;-0.837335639626845
94;1;2;-0.2408572253028646;4;2;1.0951363416164053;1;5;2;3;1;1;4;0.48100851915098986;3;2;1;3;1;2;1;1.2104630439399457;0.6100981076806733
95;1;4;0.5058582510063953;4;2;0.44473618430083317;4;2;4;3;1;2;1;-0.3121532016916098;2;2;2;2;2;2;1;-0.0003636123333459182;0.45980661459209116
96;1;2;-0.7386675428423711;4;3;0.10695343229988476;1;3;1;2;1;1;1;-1.1053149225342094;3;2;1;2;1;1;1;0.8477944477109451;0.612307005127428
97;0;2;1.252573727315655;3;9;0.4195708376145086;1;3;2;1;1;2;1;-0.4884113618788542;2;2;2;4;1;2;1;-0.2863823305109517;0.537233556377858
98;1;1;-0.9875727016121244;2;2;-0.40237900697122003;1;3;3;3;1;2;1;-0.9290567623469651;3;2;1;3;1;1;1;0.4539830663838977;-0.15409995852627692
99;1;2;1.7503840448551615;4;9;0.9508786500483193;1;4;2;2;1;1;1;0.48100851915098986;1;2;2;2;1;1;1;-0.168976099979361;0.5012692182118812
100;1;4;0.256953092236642;4;2;0.17925949883523992;4;3;4;3;1;4;1;0.39287943905736766;3;2;1;3;1;2;1;-0.06720592724824319;-0.05559644391457931
101;1;1;-0.4897623840726179;2;9;-0.8737862054615257;1;3;4;2;1;4;2;-1.1934440026278315;3;2;1;2;1;1;1;-0.7427689823605866;-0.689139436283587
102;1;2;0.256953092236642;3;9;0.510662303788951;5;3;4;3;1;2;2;-0.1358950415043654;1;2;2;4;1;2;1;0.18673451519368062;0.4285698213156887
103;1;2;1.252573727315655;3;0;1.47474319092702;1;3;2;2;1;2;2;1.6266865603680785;3;1;1;3;1;1;1;0.25264133947094286;0.41806052503536
104;1;4;0.256953092236642;4;3;-0.5033948352191427;1;4;4;4;3;2;3;-0.2240241215979876;3;2;2;3;1;2;1;-0.5902960792729973;-0.4758571766902922
105;1;4;0.256953092236642;2;0;-0.6657290434210675;1;3;2;3;3;2;1;-0.400282281785232;3;2;1;3;1;2;1;-0.7146861569611269;-0.5981552947929292
106;1;4;-0.7386675428423711;4;9;-0.658994654871206;1;3;4;2;3;2;1;-0.5765404419724763;3;2;2;4;1;2;1;-0.326035062699744;-0.5569979138639579
107;1;4;-0.2408572253028646;2;3;-0.6373737232111243;1;2;3;4;1;4;1;0.30475035896374547;3;2;1;3;1;2;1;-0.5596059509350964;-0.6767196929140278
108;1;4;0.256953092236642;2;3;-0.6161072330536669;1;2;4;2;1;3;3;0.21662127887012333;2;2;1;3;1;2;1;-0.6766629891088601;-0.6485129950501863
109;1;4;-0.7386675428423711;4;6;-0.446329753296632;5;4;4;2;1;2;3;2.2435901210234332;3;2;1;3;1;1;1;-0.00012219539460136118;-0.7291850022605416
110;0;1;-0.4897623840726179;2;0;0.24376785231286072;1;3;3;2;1;2;2;-0.5765404419724763;3;2;1;3;1;2;1;0.6273687117902336;0.4058652938423489
111;1;1;-1.2364778603818778;2;2;-1.0077650934535074;1;5;2;2;1;1;2;1.1860411598999674;1;2;1;3;1;2;1;-0.6280476530691764;-0.9950284217903159
112;1;2;-0.7386675428423711;4;0;-0.3208574613676333;3;4;3;1;1;3;3;0.040363118682878944;3;2;1;4;1;2;1;0.19216639631543286;-0.37026806219278097
113;1;4;-0.7386675428423711;2;2;-0.8890271900743703;1;3;4;2;1;1;1;-0.8409276822533429;3;2;1;3;1;2;1;-0.6785641475014734;-0.7690627848191764
114;1;2;0.008047933466888684;2;2;0.24979335785747364;5;4;2;3;1;3;3;-0.04776596141074324;3;2;1;3;1;2;1;0.14110671377096062;0.15462112900465289
115;1;2;-0.2408572253028646;2;0;1.059337749851352;1;4;3;3;1;3;1;-0.6646695220660985;3;1;1;2;1;1;1;1.1738883777201463;1.360249645549447
116;1;2;-0.9875727016121244;4;2;-0.479292813040691;1;4;4;3;1;3;3;-0.04776596141074324;3;1;1;3;1;2;1;0.2968206392611955;-0.4896963193020868
117;1;4;0.256953092236642;2;1;-0.23685482524567658;4;3;2;2;1;4;3;-0.6646695220660985;3;1;1;3;1;2;1;-0.38605734909510786;-0.07161041063537762
118;1;4;-0.9875727016121244;4;6;-0.8277088101203681;3;5;4;3;1;2;3;1.450428400180834;3;2;2;3;1;2;1;-0.4151179130964831;-0.893451881221089
119;1;4;0.256953092236642;2;2;-0.07416617554112746;3;5;4;3;1;3;4;-0.3121532016916098;3;1;1;3;1;2;1;-0.26139567735089075;-0.0417555215776546
120;1;2;1.252573727315655;2;3;0.5400809485067671;1;2;4;2;1;1;4;-0.4884113618788542;3;2;1;4;1;2;1;-0.22482101113109132;0.661482100128469
121;1;4;1.252573727315655;4;1;0.9111812017543989;1;5;2;3;1;2;2;-0.04776596141074324;3;2;2;3;2;2;1;-0.035248359981933396;0.739111337337359
122;1;2;-1.2364778603818778;2;3;-0.4282532366627932;1;2;4;4;1;3;3;-0.4884113618788542;3;1;1;4;1;2;1;1.1481774737438515;-0.33689149259702866
123;1;4;-0.4897623840726179;4;3;-0.6423359042478644;1;3;4;2;1;2;3;0.6572666793382342;3;2;1;2;1;1;1;-0.4590075125602423;-0.7188070403130824
124;1;4;-0.4897623840726179;2;3;-0.7295285138934398;3;5;4;3;1;3;2;1.009782999712723;2;2;1;3;1;2;1;-0.5659069330363292;-0.8078463451325891
125;1;4;0.256953092236642;4;3;0.6492489313150485;1;2;3;4;1;3;4;1.009782999712723;3;3;3;3;1;2;1;0.2929277911239396;0.09952568588720438
126;1;4;-0.4897623840726179;2;4;-0.849684183283074;5;2;4;2;1;1;1;-1.017185842440587;3;2;1;3;1;1;1;-0.7132195490582537;-0.6915479976263462
127;1;4;-1.2364778603818778;2;2;-0.10393926176156783;3;3;1;3;1;2;3;-0.3121532016916098;3;2;1;3;1;2;1;2.142211719024537;-0.07053367693165641
128;1;4;-0.2408572253028646;2;0;-0.5143825218004957;1;3;2;4;1;2;2;-0.4884113618788542;3;2;1;4;1;2;1;-0.43394843431855795;-0.42569265768937714
129;1;4;0.256953092236642;4;3;-0.14151006103974256;2;5;3;3;1;4;1;0.040363118682878944;3;2;1;3;2;2;1;-0.31299854800753835;-0.21617550548246456
130;1;3;0.256953092236642;2;2;-0.4771661640249452;1;3;2;3;1;2;1;-0.8409276822533429;3;2;1;3;1;1;1;-0.5701981191225135;-0.2790962423818124
131;1;4;-0.2408572253028646;2;2;-0.2680456774766141;1;3;3;3;1;4;1;0.6572666793382342;3;2;1;3;1;2;1;-0.18227127567736437;-0.44957353374541104
132;1;3;-1.2364778603818778;2;2;-0.4094678370237058;1;3;2;3;1;2;1;0.48100851915098986;3;2;1;3;1;2;1;1.205755413634427;-0.5249845355503389
133;1;4;-0.2408572253028646;2;3;-0.6444625532636101;1;2;3;2;1;1;1;-0.8409276822533429;3;2;1;3;1;1;1;-0.5668484590974329;-0.47811879662487244
134;1;4;-0.90460431535554;2;0;-0.676007846997172;1;3;2;2;1;4;3;2.5079773613043;3;2;1;3;1;2;1;-0.20392637508275055;-0.8571365899410391
135;1;4;-1.2364778603818778;2;2;-0.6125628180274241;4;3;4;1;1;2;1;-0.2240241215979876;3;2;1;3;1;1;1;0.5832618370816044;-0.5781795068378542
136;1;2;-0.7386675428423711;2;0;-0.6923121561178893;4;5;4;3;1;4;1;1.6266865603680785;3;2;1;3;1;2;1;-0.37709474524421643;-0.8232067894928025
137;1;1;0.256953092236642;1;0;-0.3353895629752292;2;4;2;3;1;3;3;-0.3121532016916098;1;2;1;3;1;1;1;-0.4615604966874659;-0.29424957510026567
138;1;2;-1.2364778603818778;4;8;-0.8291265761308653;5;4;1;2;1;3;2;0.30475035896374547;3;2;2;2;1;1;1;-0.08051403599653645;-0.8287976616223548
139;1;3;0.256953092236642;4;3;-0.04368420631543852;5;3;3;3;1;2;3;-0.400282281785232;3;2;2;3;1;2;1;-0.23803858852735557;0.02249800961595771
140;1;4;1.252573727315655;2;3;0.19981710598744873;5;5;2;2;1;4;1;0.8335248395254786;3;2;1;2;1;2;1;-0.3986412070271676;-0.15648747956305326
141;1;4;-0.9875727016121244;2;6;0.19875378147957587;5;5;1;3;1;4;1;2.5079773613043;3;2;1;2;1;1;1;1.6823124507161689;-0.4343717839072507
142;1;2;0.256953092236642;2;3;0.642514542765187;5;5;2;2;1;4;3;0.569137599244612;3;2;1;3;1;2;1;0.2877675040582749;0.23627017204076878
143;1;4;-0.9875727016121244;4;2;-0.3066798012626617;1;1;2;3;1;3;3;-0.400282281785232;3;2;1;4;1;1;1;0.6495307867669832;-0.23990925640762867
144;1;4;1.252573727315655;2;3;-0.3109330992941532;5;3;4;2;1;4;3;-0.9290567623469651;3;2;1;3;1;1;1;-0.6595525635753402;-0.04096069633454402
145;1;4;0.008047933466888684;2;1;-0.28186889607896143;5;5;4;3;1;4;1;0.9216539196191008;3;2;1;4;1;2;1;-0.3244830966649577;-0.5006866636360374
146;1;1;0.256953092236642;2;1;-0.10890144279830788;5;5;4;3;1;4;4;1.1860411598999674;1;3;1;3;2;2;1;-0.2880118948474774;-0.42763171059304805
147;1;1;-0.7386675428423711;2;2;-0.7121608802648496;5;5;2;1;1;4;2;1.1860411598999674;3;2;1;2;1;2;1;-0.4075132795260297;-0.808431869290899
148;1;4;-0.7386675428423711;2;9;-0.6129172595300483;1;4;2;3;1;4;3;0.040363118682878944;3;2;1;3;1;2;1;-0.25542060811696315;-0.6212013956498973
149;1;2;0.256953092236642;4;3;-0.541674517502566;1;5;4;3;1;2;2;1.0979120798063453;3;2;2;2;1;1;1;-0.6196282373304601;-0.6926899879181716
150;1;3;-0.7386675428423711;1;3;-1.014499482003369;4;3;3;2;1;3;1;0.569137599244612;3;1;2;3;1;1;1;-0.8708527392115076;-0.9840280255098747
151;1;4;-0.7386675428423711;2;3;-0.38997355437936987;1;2;2;2;1;2;3;-0.5765404419724763;1;2;1;3;1;1;1;0.08624471444126147;-0.2700669461964719
152;1;4;2.2481943623946683;4;1;1.9801767736692577;5;4;2;3;1;1;4;-0.04776596141074324;3;3;2;3;1;2;1;0.10987339732088432;1.68381791200587
153;1;2;0.256953092236642;2;0;0.08533250063980306;2;4;2;3;1;3;3;0.21662127887012333;1;2;2;3;1;2;1;-0.13917835211146215;-0.07756593293921327
154;1;2;-0.7386675428423711;2;3;-0.7490227965377757;3;3;3;1;1;1;3;-0.8409276822533429;3;2;1;3;1;2;1;-0.4640048431922545;-0.602507893026785
155;1;4;0.256953092236642;4;3;-0.2081450635331091;1;3;4;3;1;2;1;-0.04776596141074324;3;2;2;2;1;1;1;-0.36405823055201075;-0.2500741277830514
156;1;1;-0.7386675428423711;2;3;-0.6285126856455171;1;3;4;2;1;1;3;-1.1053149225342094;1;2;1;3;1;1;1;-0.2793208850526736;-0.3767558910970648
157;1;4;0.7547634097761485;4;3;0.9508786500483193;1;4;3;3;2;2;3;0.21662127887012333;3;2;1;3;1;1;1;0.20064013086536667;0.6269579304640188
